Proje ID,Hakem ID,Benzerlik
12,231,0.83084327
12,187,0.8113597
12,133,0.807041
12,272,0.7982576
12,202,0.7936804
12,307,0.79258704
12,158,0.79148704
12,300,0.7853934
12,1,0.7814034
12,331,0.77999276
13,12,0.900572
13,262,0.80243087
13,310,0.7755362
13,229,0.76486635
13,312,0.74928933
13,215,0.7435333
13,178,0.74294823
13,265,0.7378157
13,250,0.7341499
13,175,0.7325192
14,253,0.8202228
14,243,0.7864879
14,227,0.76951665
14,315,0.76375693
14,178,0.7630933
14,1,0.762654
14,194,0.761131
14,267,0.7470573
14,158,0.7453794
14,345,0.7453407
15,331,0.9038887
15,56,0.8805143
15,314,0.8769721
15,3,0.8754933
15,22,0.87534386
15,300,0.86576855
15,14,0.86574423
15,199,0.85953486
15,307,0.85865486
15,189,0.85747206
16,15,0.9168258
16,191,0.7311079
16,171,0.7139306
16,345,0.7007099
16,226,0.68942314
16,202,0.6884872
16,315,0.68780106
16,124,0.6807699
16,180,0.67610264
16,158,0.67479324
17,16,0.9396174
17,22,0.864649
17,56,0.81957865
17,59,0.8082657
17,1,0.8077804
17,14,0.7993268
17,190,0.7985001
17,3,0.79231703
17,300,0.79084
17,331,0.78661
18,17,0.78023523
18,186,0.75211954
18,183,0.73264146
18,158,0.73015314
18,226,0.72697705
18,250,0.7191964
18,202,0.71678334
18,267,0.703335
18,345,0.6917025
18,342,0.69033587
19,343,0.8494388
19,251,0.76861703
19,187,0.7670795
19,206,0.76704156
19,1,0.7616542
19,18,0.75904393
19,327,0.74758536
19,133,0.73165244
19,296,0.7273987
19,10,0.7207779
20,9,0.8881343
20,117,0.8718701
20,19,0.85605884
20,4,0.8340009
20,196,0.8257935
20,234,0.8108499
20,131,0.80195034
20,299,0.8007199
20,338,0.7994868
20,138,0.78608453
21,20,0.8697067
21,239,0.8065127
21,258,0.75312084
21,337,0.7147869
21,128,0.6999039
21,51,0.6645886
21,288,0.63640845
21,226,0.6106601
21,27,0.6001398
21,326,0.599453
22,21,0.87872106
22,321,0.77817404
22,15,0.71938556
22,326,0.7184951
22,226,0.70362806
22,299,0.70126307
22,247,0.70040506
22,161,0.6995021
22,278,0.69744766
22,343,0.6953798
23,22,0.95017177
23,56,0.8336447
23,16,0.8273152
23,314,0.82363665
23,57,0.82285416
23,189,0.8194207
23,14,0.8146137
23,59,0.8005988
23,54,0.8001537
23,72,0.80011433
24,135,0.89151293
24,23,0.8823538
24,257,0.870914
24,248,0.81197643
24,318,0.75530946
24,289,0.7517363
24,336,0.7447951
24,326,0.70213836
24,238,0.7017047
24,13,0.6975702
25,24,0.894954
25,319,0.7768119
25,227,0.7458769
25,338,0.73318285
25,236,0.73062646
25,346,0.72396404
25,138,0.7226601
25,235,0.7082631
25,326,0.70729053
25,330,0.7050311
26,58,0.76074654
26,163,0.7524878
26,99,0.7518361
26,73,0.75016326
26,64,0.7498981
26,86,0.7405952
26,76,0.73494816
26,77,0.71700233
26,28,0.7151018
26,34,0.71400094
27,112,0.9134429
27,71,0.8610377
27,82,0.84347814
27,54,0.8134216
27,104,0.80073327
27,14,0.763298
27,65,0.75281394
27,172,0.7501578
27,105,0.72946405
27,189,0.7231781
28,28,0.90186095
28,76,0.8723161
28,56,0.8649141
28,189,0.85513854
28,54,0.85058165
28,172,0.83998823
28,199,0.8378354
28,331,0.8291342
28,3,0.81962216
28,62,0.8128031
29,78,0.749894
29,30,0.72829854
29,62,0.71270984
29,217,0.7064118
29,199,0.69566447
29,77,0.67405707
29,47,0.66511965
29,81,0.664606
29,35,0.66017115
29,68,0.6534831
30,214,0.8749331
30,54,0.84169626
30,62,0.8416662
30,76,0.8378711
30,199,0.82934433
30,213,0.81645447
30,189,0.81548446
30,72,0.81221396
30,77,0.80686957
30,56,0.8040571
31,86,0.8175475
31,58,0.8145084
31,28,0.8044414
31,76,0.7907373
31,46,0.78069645
31,64,0.7673652
31,52,0.7658819
31,34,0.761273
31,73,0.76124686
31,182,0.7493988
32,68,0.79864895
32,40,0.74698955
32,217,0.6449651
32,259,0.63946813
32,349,0.6079567
32,55,0.58866835
32,139,0.5840093
32,71,0.5837735
32,271,0.5799868
32,60,0.5790557
33,30,0.8234849
33,62,0.81537753
33,199,0.8022889
33,56,0.7692522
33,28,0.7649113
33,104,0.7638242
33,189,0.74850833
33,172,0.7415237
33,3,0.7328095
33,54,0.7308412
34,29,0.8534387
34,42,0.775957
34,28,0.65482235
34,107,0.6478287
34,54,0.64105356
34,61,0.63807505
34,104,0.6267897
34,56,0.6220745
34,65,0.6189236
34,22,0.6142476
35,39,0.72907966
35,77,0.6999372
35,99,0.6880449
35,32,0.6762521
35,108,0.6728637
35,30,0.66996634
35,58,0.669182
35,64,0.6668148
35,50,0.6643878
35,34,0.66261816
36,28,0.8062401
36,54,0.8007785
36,76,0.7819732
36,62,0.77620184
36,56,0.7678997
36,189,0.7624327
36,199,0.74874353
36,331,0.7390137
36,213,0.7385898
36,172,0.73434377
37,64,0.83575636
37,60,0.835092
37,73,0.83285975
37,58,0.83019054
37,77,0.81581116
37,214,0.8113613
37,76,0.8109491
37,86,0.7840177
37,99,0.7773714
37,81,0.7761133
38,100,0.6396524
38,98,0.6269975
38,84,0.62614036
38,87,0.61698854
38,301,0.6087083
38,79,0.6067594
38,85,0.6065098
38,325,0.59967303
38,293,0.59410554
38,241,0.5887209
39,189,0.88337654
39,28,0.8743857
39,56,0.87265265
39,3,0.85913074
39,172,0.837516
39,104,0.8365204
39,76,0.82752997
39,54,0.82126486
39,59,0.81775373
39,199,0.80704737
40,32,0.79299
40,101,0.7500587
40,163,0.73538494
40,108,0.70959026
40,153,0.69453424
40,77,0.68619365
40,30,0.68467474
40,99,0.6738631
40,44,0.67360187
40,62,0.6715272
41,43,0.77623355
41,104,0.67834294
41,28,0.6693886
41,56,0.66033447
41,54,0.6535656
41,189,0.6528595
41,62,0.6452704
41,76,0.6403932
41,112,0.6381484
41,63,0.62182987
42,76,0.8165642
42,28,0.81450605
42,73,0.79529756
42,56,0.7926803
42,64,0.78991127
42,54,0.7840873
42,189,0.77995634
42,331,0.7689132
42,58,0.7669434
42,52,0.7650816
43,40,0.76477474
43,303,0.5016458
43,349,0.49149954
43,341,0.48926216
43,107,0.47282323
43,318,0.469722
43,51,0.46302888
43,224,0.46100286
43,330,0.4592441
43,336,0.4580102
44,79,0.85946757
44,98,0.85560226
44,85,0.8554056
44,100,0.8471635
44,87,0.78692555
44,195,0.7813112
44,198,0.7754418
44,80,0.7744652
44,83,0.7721562
44,148,0.7651498
45,28,0.87102264
45,56,0.8658072
45,76,0.84487385
45,189,0.8300773
45,54,0.8291915
45,59,0.827411
45,331,0.8222122
45,52,0.8117291
45,22,0.8056507
45,172,0.8024862
46,29,0.92982274
46,42,0.7756047
46,107,0.7393124
46,39,0.5045222
46,32,0.4997548
46,102,0.4981885
46,114,0.49634677
46,61,0.48781258
46,108,0.4871057
46,38,0.47233358
47,28,0.89684284
47,76,0.8630196
47,56,0.853751
47,172,0.85120165
47,189,0.8458629
47,54,0.8258243
47,59,0.8168196
47,331,0.8124527
47,3,0.811162
47,199,0.8017612
48,199,0.94307667
48,62,0.87150097
48,213,0.83884764
48,300,0.8238226
48,189,0.82260895
48,78,0.8182218
48,217,0.81345266
48,54,0.81080717
48,68,0.8091491
48,56,0.8046152
49,77,0.75326633
49,76,0.72195834
49,72,0.71738344
49,49,0.70934045
49,64,0.703231
49,54,0.6992742
49,197,0.6923067
49,212,0.69060045
49,222,0.68712795
49,94,0.6823722
50,56,0.81487626
50,172,0.80225873
50,28,0.801925
50,54,0.79866153
50,189,0.79859936
50,199,0.7970817
50,76,0.7672085
50,331,0.7668683
50,3,0.76597077
50,62,0.7635553
51,198,0.8348638
51,310,0.8107566
51,140,0.80822366
51,312,0.80726826
51,123,0.8006299
51,11,0.7981302
51,188,0.7948711
51,238,0.7930324
51,240,0.7912586
51,318,0.7828335
52,186,0.7855349
52,307,0.77554935
52,226,0.7705477
52,314,0.7593022
52,345,0.7542357
52,170,0.7513107
52,315,0.7491171
52,326,0.74818426
52,201,0.7446378
52,194,0.7435556
53,315,0.76024234
53,345,0.75030154
53,307,0.74513245
53,328,0.736278
53,346,0.7358357
53,158,0.7329121
53,187,0.72918165
53,183,0.7290126
53,326,0.728332
53,321,0.7260081
54,150,0.88399774
54,325,0.87348026
54,318,0.8692633
54,293,0.860185
54,23,0.8600449
54,169,0.8547327
54,313,0.85393894
54,264,0.85080653
54,301,0.8457372
54,198,0.84451085
55,313,0.872874
55,301,0.8707994
55,293,0.86953646
55,325,0.86866176
55,169,0.8612858
55,150,0.8577757
55,318,0.8573762
55,241,0.8521894
55,238,0.848706
55,13,0.8480838
56,132,0.7944216
56,21,0.79316527
56,321,0.7621057
56,119,0.7483943
56,250,0.744449
56,215,0.7420677
56,312,0.74140686
56,141,0.7411624
56,329,0.7411288
56,295,0.7391012
57,343,0.87163603
57,141,0.7899596
57,18,0.7318926
57,251,0.7264304
57,259,0.7234465
57,139,0.7217704
57,245,0.71237653
57,282,0.7051284
57,16,0.68995255
57,321,0.6896892
58,25,0.7848957
58,193,0.7753687
58,336,0.77348864
58,317,0.762354
58,215,0.7615503
58,310,0.7553567
58,338,0.7551713
58,248,0.74782777
58,257,0.747527
58,185,0.74328506
59,37,0.7557298
59,26,0.7436805
59,184,0.716452
59,106,0.7110493
59,35,0.68382114
59,218,0.6818798
59,21,0.66573
59,345,0.6597766
59,307,0.65434647
59,27,0.6443696
60,178,0.7936693
60,327,0.786446
60,297,0.7823855
60,329,0.7667619
60,311,0.7654627
60,310,0.76047194
60,238,0.7591068
60,317,0.7576835
60,325,0.75594497
60,229,0.75149477
61,312,0.8676369
61,178,0.8604859
61,238,0.8576931
61,169,0.85499567
61,193,0.8470582
61,250,0.8470041
61,198,0.83909875
61,13,0.8380466
61,149,0.83778757
61,147,0.8366928
62,313,0.855392
62,293,0.84919995
62,241,0.84759897
62,169,0.8436749
62,301,0.83729374
62,23,0.82973784
62,264,0.82962537
62,238,0.82817155
62,198,0.82716566
62,325,0.8266253
63,141,0.78577757
63,263,0.7671803
63,12,0.7598759
63,105,0.7586471
63,159,0.75450534
63,310,0.75091255
63,240,0.7418166
63,215,0.7404337
63,144,0.7396164
63,185,0.7376178
64,305,0.76021075
64,183,0.74039483
64,157,0.73707294
64,165,0.7300464
64,159,0.7293591
64,147,0.7150979
64,346,0.7141005
64,321,0.71075714
64,338,0.70988566
64,250,0.70843315
65,23,0.8015829
65,318,0.7881056
65,289,0.7874152
65,169,0.7828991
65,293,0.7825522
65,264,0.78216815
65,312,0.7746129
65,257,0.7700791
65,238,0.7641573
65,248,0.76327497
66,209,0.8343398
66,308,0.7865197
66,246,0.7628554
66,277,0.7477414
66,223,0.72124624
66,118,0.71977836
66,304,0.7071068
66,12,0.68768275
66,141,0.68395483
66,215,0.68281454
67,23,0.7302669
67,318,0.71884507
67,248,0.71852326
67,324,0.70640737
67,257,0.6962579
67,289,0.69278085
67,135,0.6911355
67,336,0.69081193
67,301,0.68316764
67,303,0.68295294
68,218,0.88665885
68,184,0.86389905
68,316,0.7175013
68,4,0.69613945
68,287,0.69332284
68,220,0.69089395
68,211,0.69043356
68,299,0.6852288
68,196,0.6806301
68,321,0.6806053
69,315,0.71935093
69,345,0.70291317
69,27,0.68659073
69,327,0.67720693
69,281,0.6753203
69,326,0.6669927
69,243,0.66531956
69,10,0.6632955
69,343,0.6585218
69,194,0.6563894
70,26,0.7632937
70,198,0.7521295
70,157,0.74170434
70,301,0.7386611
70,308,0.73696375
70,148,0.73079103
70,310,0.72955716
70,318,0.7287818
70,325,0.7279702
70,80,0.72795767
71,313,0.90366113
71,169,0.892121
71,293,0.886754
71,264,0.88168466
71,325,0.8791373
71,241,0.8755982
71,301,0.8752484
71,198,0.8710078
71,318,0.8676581
71,150,0.86569655
72,305,0.78046215
72,317,0.6788745
72,312,0.6626973
72,238,0.66208243
72,311,0.6563877
72,244,0.6543234
72,147,0.65341115
72,344,0.6515315
72,198,0.63985234
72,289,0.6396389
73,107,0.85298055
73,289,0.75886375
73,318,0.7532267
73,23,0.72187185
73,313,0.7090492
73,198,0.701966
73,248,0.6988964
73,293,0.69826007
73,336,0.6937587
73,98,0.6927942
74,14,0.91393626
74,71,0.875716
74,54,0.8724805
74,172,0.8639027
74,65,0.8445233
74,104,0.83909035
74,56,0.8328303
74,189,0.8309883
74,199,0.8308374
74,112,0.8253113
75,174,0.8904296
75,109,0.88340527
75,52,0.81730324
75,69,0.8115028
75,125,0.77588177
75,146,0.76238817
75,290,0.76088417
75,5,0.7578847
75,182,0.7403222
75,167,0.733492
76,55,0.8069661
76,66,0.78531325
76,341,0.73123765
76,51,0.72826874
76,54,0.7257259
76,322,0.7201376
76,97,0.708148
76,189,0.7079809
76,326,0.7078499
76,57,0.7062761
77,303,0.57035184
77,318,0.5438616
77,40,0.5156454
77,38,0.50077116
77,135,0.4946242
77,289,0.49275523
77,330,0.49202543
77,336,0.4881598
77,224,0.48800305
77,257,0.47578165
78,76,0.7624636
78,314,0.7622519
78,174,0.76167285
78,290,0.7572719
78,189,0.75217384
78,56,0.74407685
78,59,0.74061733
78,54,0.73789126
78,72,0.7352701
78,309,0.73229337
79,189,0.82533824
79,56,0.8199242
79,54,0.80032474
79,290,0.7950188
79,174,0.78963304
79,76,0.78699017
79,213,0.7825894
79,331,0.78213364
79,199,0.77838963
79,172,0.7749265
80,290,0.84656316
80,213,0.8038373
80,76,0.80156803
80,116,0.7932196
80,174,0.78880537
80,217,0.7837525
80,321,0.7828136
80,68,0.7801278
80,247,0.77850765
80,58,0.77787566
81,136,0.7312197
81,195,0.6803932
81,82,0.6695594
81,79,0.668777
81,63,0.65300137
81,301,0.6470198
81,98,0.6420772
81,75,0.63699824
81,80,0.635834
81,71,0.63229746
82,204,0.92285126
82,57,0.8773373
82,288,0.8277134
82,51,0.8170374
82,239,0.80505776
82,324,0.7348248
82,22,0.68515134
82,14,0.6569934
82,341,0.64524233
82,16,0.6303628
83,43,0.8660598
83,76,0.7563142
83,189,0.73547095
83,56,0.7262929
83,28,0.716358
83,66,0.7043303
83,314,0.69910806
83,59,0.6959374
83,54,0.6887293
83,52,0.68516314
84,55,0.78761363
84,97,0.7630862
84,66,0.73953193
84,326,0.7216219
84,67,0.71996033
84,341,0.7129922
84,329,0.7057861
84,135,0.688764
84,196,0.6846491
84,51,0.68361914
85,218,0.80327106
85,54,0.7910945
85,189,0.78233397
85,56,0.77702796
85,3,0.77489734
85,199,0.77280736
85,184,0.7685972
85,76,0.7609292
85,331,0.754516
85,213,0.75304705
86,321,0.7546755
86,226,0.7023599
86,76,0.68431354
86,309,0.67449933
86,58,0.6686514
86,234,0.6681176
86,221,0.6646394
86,331,0.66025287
86,197,0.6589619
86,59,0.6582001
87,235,0.8254059
87,174,0.80944586
87,146,0.7988564
87,5,0.7916606
87,138,0.7818106
87,179,0.7706043
87,167,0.7684331
87,125,0.76499796
87,290,0.76448417
87,250,0.75218534
88,55,0.7941235
88,322,0.75896996
88,66,0.75279826
88,196,0.7433185
88,341,0.7403788
88,67,0.7182435
88,104,0.71050155
88,14,0.7064058
88,54,0.7033184
88,56,0.70141435
89,290,0.8595244
89,174,0.82113093
89,72,0.7992364
89,76,0.77643496
89,54,0.7648029
89,94,0.76275283
89,46,0.7563598
89,213,0.7491495
89,167,0.7470318
89,58,0.74697655
90,201,0.75517654
90,246,0.7293741
90,233,0.72301394
90,167,0.7208772
90,209,0.72048616
90,321,0.7151077
90,176,0.7145094
90,179,0.71154803
90,247,0.7058323
90,226,0.70449424
91,104,0.7943733
91,82,0.79409707
91,71,0.7924727
91,54,0.77514017
91,174,0.77143407
91,112,0.7667913
91,76,0.7641777
91,189,0.7629387
91,290,0.7606484
91,66,0.7602541
92,128,0.7708312
92,51,0.7625086
92,258,0.7532134
92,97,0.6948609
92,135,0.67263806
92,341,0.66406083
92,303,0.6638646
92,55,0.6576061
92,318,0.6432936
92,324,0.6395235
93,56,0.8027036
93,174,0.8004761
93,331,0.7858468
93,189,0.7776178
93,59,0.77326685
93,314,0.7732041
93,69,0.76963806
93,14,0.76504457
93,3,0.76398814
93,54,0.76242006
94,54,0.7210359
94,104,0.70643336
94,58,0.7051233
94,76,0.7042019
94,64,0.70351964
94,82,0.7024949
94,195,0.6958663
94,71,0.6905789
94,72,0.6879661
94,14,0.684078
95,174,0.80661035
95,290,0.8016038
95,64,0.7701608
95,76,0.7502117
95,73,0.74473554
95,58,0.7393608
95,99,0.7337144
95,77,0.72113454
95,34,0.70481515
95,72,0.6971334
96,79,0.8177478
96,188,0.8087655
96,238,0.8058623
96,310,0.79689455
96,164,0.79062766
96,175,0.7859814
96,198,0.78111595
96,312,0.780682
96,193,0.7780779
96,147,0.7764495
97,109,0.8331415
97,52,0.7851207
97,174,0.78403354
97,226,0.7542232
97,69,0.7379651
97,146,0.73355895
97,5,0.73028195
97,138,0.7148842
97,179,0.7136289
97,125,0.7090152
98,323,0.8059367
98,51,0.775996
98,57,0.75673324
98,322,0.73093396
98,22,0.72755724
98,204,0.72746444
98,56,0.7247543
98,14,0.71823704
98,239,0.6962782
98,341,0.68919307
99,174,0.8848656
99,290,0.8696501
99,189,0.8478263
99,76,0.84433335
99,56,0.838069
99,213,0.8357199
99,54,0.8209995
99,199,0.8208843
99,71,0.8124628
99,72,0.80740887
100,174,0.80412114
100,290,0.7905756
100,76,0.75544107
100,52,0.74908257
100,247,0.737754
100,69,0.7369077
100,58,0.73229027
100,256,0.7261907
100,162,0.7210656
100,331,0.71720177
101,224,0.7625728
101,196,0.71311724
101,51,0.70798767
101,307,0.69660115
101,340,0.695849
101,314,0.6923595
101,67,0.6797867
101,326,0.67785966
101,137,0.6774876
101,75,0.6713014
102,293,0.82788676
102,325,0.8203726
102,198,0.8201743
102,150,0.8184417
102,169,0.8142873
102,241,0.8088731
102,313,0.8086379
102,264,0.803935
102,291,0.8036363
102,188,0.7975751
103,292,0.7896456
103,15,0.78076035
103,321,0.75792027
103,226,0.7361462
103,327,0.72741497
103,316,0.72317624
103,343,0.7203384
103,234,0.7176564
103,134,0.7173943
103,331,0.71093863
104,76,0.89949864
104,189,0.89100945
104,54,0.8760837
104,28,0.8660949
104,72,0.8626656
104,199,0.8571319
104,331,0.84531933
104,56,0.84203327
104,314,0.83690375
104,62,0.8355893
105,72,0.78892493
105,76,0.78837943
105,276,0.77932453
105,137,0.7758824
105,197,0.75299966
105,331,0.74800146
105,309,0.7473937
105,54,0.7461876
105,58,0.74582934
105,189,0.73940945
106,24,0.7299185
106,319,0.720501
106,52,0.69598556
106,242,0.66437274
106,56,0.641914
106,227,0.6409089
106,190,0.6388292
106,71,0.63661486
106,1,0.6334723
106,251,0.6323932
107,325,0.84035736
107,297,0.8042423
107,237,0.7865642
107,293,0.7824915
107,289,0.780311
107,13,0.76718664
107,318,0.7662078
107,238,0.76517856
107,313,0.76193684
107,169,0.76066774
108,327,0.792477
108,187,0.78055453
108,251,0.771046
108,332,0.76909477
108,227,0.7677396
108,343,0.76568764
108,1,0.7656866
108,206,0.7644806
108,243,0.7623072
108,345,0.75919515
109,293,0.90388787
109,325,0.8921571
109,313,0.88783354
109,241,0.87193716
109,264,0.8703073
109,289,0.8692072
109,23,0.8664202
109,169,0.8625075
109,318,0.859662
109,237,0.85080785
110,56,0.81863153
110,314,0.8066947
110,189,0.78396535
110,59,0.7746804
110,307,0.7733645
110,76,0.7701225
110,52,0.7655226
110,66,0.7562287
110,28,0.7494977
110,54,0.7443319
111,112,0.8285364
111,76,0.81832737
111,82,0.7935232
111,28,0.79329216
111,71,0.78982365
111,54,0.7888307
111,52,0.78568995
111,58,0.7629718
111,104,0.75902134
111,189,0.752754
112,76,0.8589905
112,72,0.82103044
112,73,0.8200627
112,214,0.8186605
112,197,0.8181351
112,54,0.8170747
112,58,0.81682813
112,64,0.8165311
112,212,0.8146919
112,222,0.8056729
113,313,0.86133146
113,301,0.85436916
113,23,0.84838253
113,198,0.8453796
113,169,0.83785915
113,283,0.8320927
113,241,0.83110917
113,293,0.82624525
113,318,0.82567215
113,264,0.8213442
114,189,0.7875655
114,76,0.78743404
114,59,0.7800285
114,56,0.77678156
114,192,0.7762751
114,54,0.7722712
114,314,0.7715375
114,28,0.769029
114,320,0.7662869
114,162,0.7658136
115,82,0.7856191
115,104,0.7753282
115,195,0.7718698
115,112,0.7428063
115,79,0.73918825
115,71,0.7329633
115,80,0.7315731
115,85,0.7253841
115,67,0.6949826
115,54,0.6928673
116,52,0.8481835
116,76,0.80563354
116,58,0.80095774
116,28,0.78107095
116,73,0.7756824
116,182,0.7742834
116,331,0.7567707
116,309,0.7485152
116,86,0.7484822
116,183,0.74553037
117,110,0.8140043
117,104,0.79167175
117,195,0.7825288
117,54,0.7763727
117,108,0.7596728
117,114,0.75635076
117,82,0.75485027
117,112,0.75021666
117,85,0.74217075
117,41,0.7420634
118,135,0.7651927
118,322,0.73614347
118,326,0.7325891
118,303,0.6987677
118,55,0.67841405
118,257,0.6737512
118,97,0.6726338
118,66,0.66887593
118,340,0.66214323
118,336,0.6618295
119,104,0.7544521
119,63,0.75178
119,112,0.7212648
119,79,0.71964526
119,82,0.718719
119,195,0.7163161
119,185,0.70348823
119,75,0.6960815
119,310,0.6948273
119,67,0.69449335
120,104,0.8493917
120,195,0.8067368
120,82,0.7944949
120,112,0.77893376
120,63,0.77683717
120,54,0.77111053
120,85,0.7703852
120,14,0.765698
120,310,0.7621718
120,53,0.76080585
121,86,0.89331883
121,73,0.8591329
121,58,0.84014696
121,64,0.8135117
121,34,0.8006644
121,76,0.7850676
121,99,0.7817467
121,28,0.78129566
121,46,0.76149917
121,52,0.75717694
122,100,0.84301597
122,195,0.8168103
122,87,0.807779
122,85,0.80694824
122,41,0.80318516
122,108,0.79848266
122,79,0.79158545
122,198,0.790212
122,110,0.7861807
122,48,0.7781502
123,104,0.8194145
123,112,0.79173857
123,14,0.7852353
123,54,0.7789597
123,82,0.77447706
123,71,0.77179784
123,53,0.75928587
123,172,0.7541502
123,56,0.75050944
123,63,0.7372629
124,34,0.8256192
124,52,0.797005
124,90,0.79119337
124,73,0.77802926
124,76,0.77470994
124,64,0.773156
124,46,0.7715549
124,69,0.7676857
124,88,0.76669
124,58,0.7658981
125,301,0.8793064
125,48,0.85783833
125,195,0.84783435
125,41,0.847077
125,100,0.8408419
125,325,0.83574885
125,80,0.8353618
125,313,0.8302815
125,87,0.8243702
125,79,0.81704366
126,301,0.846463
126,100,0.8380281
126,313,0.83223736
126,198,0.82742095
126,98,0.82662386
126,79,0.82586354
126,195,0.81548023
126,87,0.8077945
126,83,0.8072127
126,80,0.807176
127,104,0.8065645
127,195,0.7875928
127,65,0.78550345
127,185,0.77855533
127,14,0.7785493
127,54,0.7774083
127,62,0.7588233
127,71,0.75776017
127,215,0.75603104
127,168,0.7546588
128,43,0.9173192
128,56,0.659633
128,76,0.6530027
128,28,0.6466719
128,66,0.63119215
128,189,0.6165885
128,64,0.60473704
128,52,0.60243034
128,86,0.5965033
128,54,0.5955633
129,313,0.8572313
129,318,0.848376
129,301,0.8431904
129,241,0.83409196
129,325,0.8311744
129,293,0.82820046
129,169,0.8226484
129,264,0.8196171
129,23,0.8182445
129,98,0.8075079
130,54,0.76860166
130,104,0.76505446
130,53,0.74539775
130,108,0.73833853
130,99,0.7361769
130,52,0.73613703
130,83,0.73276436
130,90,0.72768307
130,85,0.7272735
130,34,0.72204524
131,339,0.70204943
131,303,0.658119
131,326,0.6384803
131,349,0.6377119
131,224,0.63106745
131,66,0.6222531
131,90,0.6173072
131,322,0.61157537
131,54,0.6110658
131,104,0.6107941
132,314,0.85351866
132,202,0.83861905
132,226,0.8234657
132,307,0.81961715
132,186,0.81909466
132,331,0.81639606
132,56,0.7887049
132,59,0.7882506
132,316,0.7797468
132,52,0.7743763
133,76,0.7971365
133,81,0.779787
133,72,0.7789738
133,54,0.7768487
133,77,0.7759426
133,163,0.7726838
133,52,0.77257633
133,180,0.7710902
133,210,0.77013785
133,62,0.7671082
134,157,0.85764456
134,165,0.84012574
134,198,0.8102693
134,19,0.8027981
134,200,0.78715485
134,188,0.78456163
134,149,0.77307993
134,138,0.77141947
134,150,0.76904273
134,338,0.75949603
135,112,0.8634548
135,71,0.85476
135,54,0.84126174
135,65,0.8404328
135,82,0.8222442
135,104,0.790392
135,138,0.7841435
135,14,0.777819
135,11,0.76559424
135,177,0.7636762
136,147,0.8588976
136,25,0.81547946
136,157,0.79841065
136,200,0.79681736
136,188,0.79485995
136,193,0.794225
136,198,0.78141576
136,310,0.77457905
136,250,0.77356493
136,65,0.77287954
137,322,0.7616321
137,303,0.71413165
137,326,0.70780635
137,341,0.70696026
137,135,0.7057904
137,227,0.7034148
137,336,0.6930627
137,51,0.6804414
137,340,0.67926633
137,67,0.6718905
138,292,0.72533864
138,15,0.705863
138,133,0.7033668
138,206,0.68994653
138,187,0.68127435
138,251,0.68025774
138,345,0.66866595
138,211,0.66023195
138,191,0.6550521
138,343,0.65391487
139,76,0.89949864
139,189,0.89100945
139,54,0.8760837
139,28,0.8660949
139,72,0.8626656
139,199,0.8571319
139,331,0.84531933
139,56,0.84203327
139,314,0.83690375
139,62,0.8355893
140,138,0.8833365
140,65,0.81242234
140,177,0.78969634
140,11,0.78365993
140,131,0.78351593
140,338,0.77856785
140,250,0.7743103
140,240,0.7710516
140,123,0.7679183
140,198,0.7575333
141,35,0.7195698
141,56,0.70939463
141,47,0.69505125
141,28,0.6938706
